g	448	102	10	10	0	0	5s	100	1	7718
g	435	145	10	10	0	0	5s	100	1	7718
g	423	133	10	10	0	0	5s	100	1	7718
g	381	167	10	10	0	0	5s	100	1	7718
g	336	178	10	10	0	0	5s	100	1	7718
g	298	146	10	10	0	0	5s	100	1	7718
g	241	105	10	10	0	0	5s	100	1	7718
g	155	113	10	10	0	0	5s	100	1	7718
g	188	71	10	10	0	0	5s	100	1	7718
g	208	91	10	10	0	0	5s	100	1	7718
g	238	70	10	10	0	0	5s	100	1	7718
g	151	79	10	10	0	0	5s	100	1	7718
g	335	210	10	10	0	0	5s	100	1	7718
g	322	226	10	10	0	0	5s	100	1	7718
g	311	250	10	10	0	0	5s	100	1	7718
g	292	298	10	10	0	0	5s	100	1	7718
g	266	309	10	10	0	0	5s	100	1	7718
g	220	334	10	10	0	0	5s	100	1	7718
g	185	357	10	10	0	0	5s	100	1	7718
g	168	343	10	10	0	0	5s	100	1	7718
g	239	374	10	10	0	0	5s	100	1	7718
g	268	390	10	10	0	0	5s	100	1	7718
g	332	383	10	10	0	0	5s	100	1	7718
g	362	381	10	10	0	0	5s	100	1	7718
g	400	399	10	10	0	0	5s	100	1	7718
g	444	406	10	10	0	0	5s	100	1	7718
g	473	403	10	10	0	0	5s	100	1	7718
g	506	404	10	10	0	0	5s	100	1	7718
g	512	414	10	10	0	0	5s	100	1	7718
g	543	387	10	10	0	0	5s	100	1	7718
g	568	357	10	10	0	0	5s	100	1	7718
g	607	285	10	10	0	0	5s	100	1	7718
g	588	281	10	10	0	0	5s	100	1	7718
g	578	300	10	10	0	0	5s	100	1	7718
g	591	331	10	10	0	0	5s	100	1	7718
g	614	350	10	10	0	0	5s	100	1	7718
g	647	314	10	10	0	0	5s	100	1	7718
g	655	349	10	10	0	0	5s	100	1	7718
g	640	366	10	10	0	0	5s	100	1	7718
g	630	315	10	10	0	0	5s	100	1	7718
g	621	279	10	10	0	0	5s	100	1	7718
g	656	259	10	10	0	0	5s	100	1	7718
g	642	262	10	10	0	0	5s	100	1	7718
g	618	236	10	10	0	0	5s	100	1	7718
g	605	227	10	10	0	0	5s	100	1	7718
g	620	198	10	10	0	0	5s	100	1	7718
g	663	256	10	10	0	0	5s	100	1	7718
g	704	302	10	10	0	0	5s	100	1	7718
g	685	255	10	10	0	0	5s	100	1	7718
g	721	269	10	10	0	0	5s	100	1	7718
g	695	278	10	10	0	0	5s	100	1	7718
g	723	234	10	10	0	0	5s	100	1	7718
g	753	272	10	10	0	0	5s	100	1	7718
g	789	272	10	10	0	0	5s	100	1	7718
g	791	301	10	10	0	0	5s	100	1	7718
g	821	278	10	10	0	0	5s	100	1	7718
g	840	285	10	10	0	0	5s	100	1	7718
g	820	181	10	10	0	0	5s	100	1	7718
g	831	137	10	10	0	0	5s	100	1	7718
g	794	139	10	10	0	0	5s	100	1	7718
g	757	139	10	10	0	0	5s	100	1	7718
g	736	162	10	10	0	0	5s	100	1	7718
g	715	179	10	10	0	0	5s	100	1	7718
g	689	195	10	10	0	0	5s	100	1	7718
g	669	217	10	10	0	0	5s	100	1	7718
g	656	240	10	10	0	0	5s	100	1	7718
g	843	144	10	10	0	0	5s	100	1	7718
g	863	143	10	10	0	0	5s	100	1	7718
g	484	124	10	10	0	0	5s	100	1	7718
g	489	149	10	10	0	0	5s	100	1	7718
g	508	107	10	10	0	0	5s	100	1	7718
g	544	84	10	10	0	0	5s	100	1	7718
g	582	76	10	10	0	0	5s	100	1	7718
g	547	89	10	10	0	0	5s	100	1	7718
g	520	110	10	10	0	0	5s	100	1	7718
g	431	79	10	10	0	0	5s	100	1	7718
g	423	69	10	10	0	0	5s	100	1	7718
g	440	62	10	10	0	0	5s	100	1	7718
g	263	120	10	10	0	0	5s	100	1	7718
g	197	123	10	10	0	0	5s	100	1	7718
g	191	108	10	10	0	0	5s	100	1	7718
g	176	101	10	10	0	0	5s	100	1	7718
g	150	100	10	10	0	0	5s	100	1	7718
g	218	72	10	10	0	0	5s	100	1	7718
g	226	50	10	10	0	0	5s	100	1	7718
g	234	337	10	10	0	0	5s	100	1	7718
g	233	359	10	10	0	0	5s	100	1	7718
g	220	353	10	10	0	0	5s	100	1	7718
g	208	371	10	10	0	0	5s	100	1	7718
g	182	330	10	10	0	0	5s	100	1	7718
g	249	321	10	10	0	0	5s	100	1	7718
g	249	352	10	10	0	0	5s	100	1	7718
g	376	388	10	10	0	0	5s	100	1	7718
g	292	391	10	10	0	0	5s	100	1	7718
g	301	388	10	10	0	0	5s	100	1	7718
