m	291	701	10	10	0	0	20s	100	1	8625
m	220	818	10	10	0	0	20s	100	1	8625
m	203	922	10	10	0	0	20s	100	1	8625
m	455	1005	10	10	0	0	20s	100	1	8625
m	244	1084	10	10	0	0	20s	100	1	8625
m	150	1034	10	10	0	0	20s	100	1	8625
m	131	975	10	10	0	0	20s	100	1	8625
m	124	929	10	10	0	0	20s	100	1	8625
m	639	791	10	10	0	0	20s	100	1	8625
m	727	832	10	10	0	0	20s	100	1	8625
m	689	982	10	10	0	0	20s	100	1	8625
m	815	1039	10	10	0	0	20s	100	1	8625
m	748	548	10	10	0	0	20s	100	1	8625
m	125	684	10	10	0	0	20s	100	1	8625
m	155	815	10	10	0	0	20s	100	1	8625
m	306	943	10	10	0	0	20s	100	1	8625
m	322	1106	10	10	0	0	20s	100	1	8625
m	234	1148	10	10	0	0	20s	100	1	8625
m	641	712	10	10	0	0	20s	100	1	8625
m	605	613	10	10	0	0	20s	100	1	8062
m	208	587	10	10	0	0	20s	100	1	8062
m	151	765	10	10	0	0	20s	100	1	8062
m	75	934	10	10	0	0	20s	100	1	8062
m	186	1079	10	10	0	0	20s	100	1	8062
m	863	544	10	10	0	0	20s	100	1	8062
m	737	525	10	10	0	0	20s	100	1	8062
m	696	556	10	10	0	0	20s	100	1	8062
m	662	715	10	10	0	0	20s	100	1	8062
m	758	815	10	10	0	0	20s	100	1	8062
m	813	824	10	10	0	0	20s	100	1	8062
m	655	898	10	10	0	0	20s	100	1	8062
m	667	924	10	10	0	0	20s	100	1	8062
m	713	1010	10	10	0	0	20s	100	1	8062
m	755	1017	10	10	0	0	20s	100	1	8062
m	755	1017	10	10	0	0	20s	100	1	8062
m	800	1037	10	10	0	0	20s	100	1	8062
m	689	1087	10	10	0	0	20s	100	1	8062
m	443	1039	10	10	0	0	20s	100	1	8062
m	200	1094	10	10	0	0	20s	100	1	8062
m	198	874	10	10	0	0	20s	100	1	8062
m	215	894	10	10	0	0	20s	100	1	8062
m	177	810	10	10	0	0	20s	100	1	8062
m	353	668	10	10	0	0	20s	100	1	8067
m	68	743	10	10	0	0	20s	100	1	8067
m	82	644	10	10	0	0	20s	100	1	8067
m	158	558	10	10	0	0	20s	100	1	8067
m	532	570	10	10	0	0	20s	100	1	8067
m	668	555	10	10	0	0	20s	100	1	8067
m	796	513	10	10	0	0	20s	100	1	8067
m	712	882	10	10	0	0	20s	100	1	8067
m	450	862	10	10	0	0	20s	100	1	8067
m	468	860	10	10	0	0	20s	100	1	8067
m	272	1058	10	10	0	0	20s	100	1	8067
m	213	1127	10	10	0	0	20s	100	1	8067
m	146	951	10	10	0	0	20s	100	1	8067
m	455	963	10	10	0	0	20s	100	1	8067
m	206	913	10	10	0	0	20s	100	1	8067
m	231	913	10	10	0	0	20s	100	1	8067
