g	243	553	10	10	0	0	20s	100	1	6701
g	227	574	10	10	0	0	20s	100	1	6701
g	165	579	10	10	0	0	20s	100	1	6701
g	143	567	10	10	0	0	20s	100	1	6701
g	129	605	10	10	0	0	20s	100	1	6701
g	158	637	10	10	0	0	20s	100	1	6701
g	112	668	10	10	0	0	20s	100	1	6701
g	98	636	10	10	0	0	20s	100	1	6701
g	115	705	10	10	0	0	20s	100	1	6701
g	155	687	10	10	0	0	20s	100	1	6701
g	175	708	10	10	0	0	20s	100	1	6701
g	175	741	10	10	0	0	20s	100	1	6701
g	132	770	10	10	0	0	20s	100	1	6701
g	141	805	10	10	0	0	20s	100	1	6701
g	200	822	10	10	0	0	20s	100	1	6701
g	58	812	10	10	0	0	20s	100	1	6701
g	241	744	10	10	0	0	20s	100	1	6701
g	265	755	10	10	0	0	20s	100	1	6701
g	308	693	10	10	0	0	20s	100	1	6701
g	301	631	10	10	0	0	20s	100	1	6701
g	355	646	10	10	0	0	20s	100	1	6701
g	346	737	10	10	0	0	20s	100	1	6701
g	346	781	10	10	0	0	20s	100	1	6701
g	329	843	10	10	0	0	20s	100	1	6701
g	186	905	10	10	0	0	20s	100	1	6701
g	560	550	10	10	0	0	20s	100	1	6701
g	593	558	10	10	0	0	20s	100	1	6701
g	648	558	10	10	0	0	20s	100	1	6701
g	665	544	10	10	0	0	20s	100	1	6701
g	655	593	10	10	0	0	20s	100	1	6701
g	710	791	10	10	0	0	20s	100	1	6701
g	736	812	10	10	0	0	20s	100	1	6701
g	701	736	10	10	0	0	20s	100	1	6701
g	605	808	10	10	0	0	20s	100	1	6701
g	613	894	10	10	0	0	20s	100	1	6701
g	681	901	10	10	0	0	20s	100	1	6701
g	722	860	10	10	0	0	20s	100	1	6701
g	731	943	10	10	0	0	20s	100	1	6701
g	768	975	10	10	0	0	20s	100	1	6701
g	810	1012	10	10	0	0	20s	100	1	6701
g	444	1008	10	10	0	0	20s	100	1	6701
g	443	922	10	10	0	0	20s	100	1	6701
g	472	879	10	10	0	0	20s	100	1	6701
g	468	836	10	10	0	0	20s	100	1	6701
g	151	931	10	10	0	0	20s	100	1	6702
g	129	948	10	10	0	0	20s	100	1	6702
g	103	932	10	10	0	0	20s	100	1	6702
g	87	991	10	10	0	0	20s	100	1	6702
g	131	1000	10	10	0	0	20s	100	1	6702
g	151	944	10	10	0	0	20s	100	1	6702
g	300	920	10	10	0	0	20s	100	1	6702
g	294	962	10	10	0	0	20s	100	1	6702
g	298	1008	10	10	0	0	20s	100	1	6702
g	281	1036	10	10	0	0	20s	100	1	6702
g	217	1051	10	10	0	0	20s	100	1	6702
g	229	1101	10	10	0	0	20s	100	1	6702
g	196	1106	10	10	0	0	20s	100	1	6702
g	179	839	10	10	0	0	20s	100	1	6702
g	170	822	10	10	0	0	20s	100	1	6702
g	70	625	10	10	0	0	20s	100	1	6702
g	286	587	10	10	0	0	20s	100	1	6702
g	317	615	10	10	0	0	20s	100	1	6702
g	372	622	10	10	0	0	20s	100	1	6702
