m	635	681	10	10	0	0	20s	100	1	8626
m	694	724	10	10	0	0	20s	100	1	8626
m	670	803	10	10	0	0	20s	100	1	8626
m	520	798	10	10	0	0	20s	100	1	8626
m	457	709	10	10	0	0	20s	100	1	8626
m	388	557	10	10	0	0	20s	100	1	8626
m	259	507	10	10	0	0	20s	100	1	8626
m	144	601	10	10	0	0	20s	100	1	8626
m	122	692	10	10	0	0	20s	100	1	8626
m	103	772	10	10	0	0	20s	100	1	8626
m	92	851	10	10	0	0	20s	100	1	8626
m	88	924	10	10	0	0	20s	100	1	8626
m	107	1053	10	10	0	0	20s	100	1	8626
m	177	1088	10	10	0	0	20s	100	1	8626
m	196	1198	10	10	0	0	20s	100	1	8626

m	636	675	10	10	0	0	20s	100	1	8063
m	618	719	10	10	0	0	20s	100	1	8063
m	584	752	10	10	0	0	20s	100	1	8063
m	517	749	10	10	0	0	20s	100	1	8063
m	461	717	10	10	0	0	20s	100	1	8063
m	436	653	10	10	0	0	20s	100	1	8063
m	411	586	10	10	0	0	20s	100	1	8063
m	372	518	10	10	0	0	20s	100	1	8063
m	292	491	10	10	0	0	20s	100	1	8063
m	181	574	10	10	0	0	20s	100	1	8063
m	119	679	10	10	0	0	20s	100	1	8063
m	104	855	10	10	0	0	20s	100	1	8063
m	103	1003	10	10	0	0	20s	100	1	8063
m	144	1072	10	10	0	0	20s	100	1	8063
m	396	1010	10	10	0	0	20s	100	1	8063
m	456	1057	10	10	0	0	20s	100	1	8063
m	379	1060	10	10	0	0	20s	100	1	8063
m	332	1026	10	10	0	0	20s	100	1	8063
m	418	1116	10	10	0	0	20s	100	1	8063
m	444	1010	10	10	0	0	20s	100	1	8063
m	532	1000	10	10	0	0	20s	100	1	8063
m	404	935	10	10	0	0	20s	100	1	8063

